Student_ID,Name,Branch,CGPA,LeetCode_Solved,CodeChef_Rating,Internship_Status
STU1444,Samuel Bhavsar,CSE,8.51,229,1833,Placed
STU1445,Nimrat Cherian,AI/DS,6.43,128,1424,Seeking
STU1446,Nidra Kashyap,AI/DS,5.85,228,1473,Seeking
STU1447,Eshana Raju,CSE,9.12,373,1492,Placed
STU1448,Aditya Desai,IT,8.37,234,1636,Placed
STU1449,Ikshita Nadkarni,ME,7.68,384,1529,Placed
STU1450,Imaran Lall,ECE,5.81,162,1563,Seeking
STU1451,Triveni Sharaf,ECE,9.0,387,1801,Placed
STU1452,Ekantika Chaudhry,ME,7.57,158,1439,Seeking
STU1453,Suhani Buch,CSE,6.99,321,1475,Seeking
STU1454,Ishani Iyengar,CSE,7.37,368,1737,Seeking
STU1455,Wakeeta Sharaf,IT,5.58,189,1496,Seeking
STU1456,Teerth Pandey,ME,5.55,205,1338,Seeking
STU1457,Wakeeta Bath,IT,9.78,352,1841,Placed
STU1458,Frado Sharma,ECE,7.35,352,1396,Seeking
STU1459,Zashil Dada,ECE,6.14,227,1343,Seeking
STU1460,Aarna Patil,CSE,7.28,283,1364,Seeking
STU1461,Krisha Raj,IT,8.74,384,1699,Placed
STU1462,Kala Sem,CSE,6.07,145,1449,Seeking
STU1463,Watika Agarwal,ME,9.72,311,1748,Placed
STU1464,Chanchal Kashyap,AI/DS,6.3,289,1453,Seeking
STU1465,Aadi Tailor,CSE,9.12,182,1802,Placed
STU1466,Aarush Merchant,AI/DS,5.57,155,1323,Seeking
STU1467,Chatura Balan,IT,7.76,287,1473,Placed
STU1468,Dayita Sastry,AI/DS,7.7,284,1577,Placed
STU1469,Adweta Prabhu,CSE,9.37,309,1787,Placed
STU1470,Saumya Nadig,AI/DS,6.34,317,1513,Seeking
STU1471,Suhani Shukla,CSE,7.01,203,1623,Seeking
STU1472,Fiyaz Bedi,ME,5.83,215,1483,Seeking
STU1473,Ronith Bhavsar,AI/DS,5.5,220,1544,Seeking
STU1474,Aadi Murty,ME,8.07,306,1790,Placed
STU1475,Champak Chahal,CSE,5.98,245,1346,Seeking
STU1476,Garima Balasubramanian,IT,8.57,342,1771,Placed
STU1477,Jeremiah Master,IT,5.66,130,1549,Seeking
STU1478,Indrajit Lata,AI/DS,7.74,201,1433,Placed
STU1479,Damini Bhakta,ECE,7.43,252,1572,Seeking
STU1480,Hemangini Barad,IT,6.86,157,1377,Seeking
STU1481,Ekavir Krishnamurthy,CSE,7.93,237,1404,Placed
STU1482,Omkaar Minhas,AI/DS,8.67,320,1719,Placed
STU1483,Kashvi Prakash,CSE,5.91,295,1366,Seeking
STU1484,Chandresh Mistry,AI/DS,9.61,336,1932,Placed
STU1485,Azaan Thakur,ME,9.31,214,1558,Placed
STU1486,Vihaan Magar,CSE,7.69,292,1569,Placed
STU1487,Vincent Prasad,CSE,6.34,126,1627,Seeking
STU1488,Gunbir Varty,AI/DS,6.17,240,1561,Seeking
STU1489,Kevin Mammen,ME,7.01,231,1378,Seeking
STU1490,Ekansh Viswanathan,IT,6.81,143,1640,Seeking
STU1491,Unni Thaker,AI/DS,7.81,351,1718,Placed
STU1492,Gaurangi Choudhury,IT,9.72,486,1592,Placed
STU1493,Bishakha Kar,ECE,8.29,182,1820,Placed
STU1494,Nachiket Vyas,CSE,7.06,169,1480,Seeking
STU1495,Hemani Bhagat,ECE,9.08,217,1789,Placed
STU1496,Lajita Bhatia,AI/DS,6.82,272,1654,Seeking
STU1497,Oni Choudhary,IT,7.72,316,1756,Placed
STU1498,Siddharth Rai,IT,7.58,219,1659,Placed
STU1499,Yuvraj Mand,CSE,9.44,405,1755,Placed
STU1500,Brinda Raval,IT,9.42,226,1480,Placed
STU1501,Mohammed Natarajan,CSE,9.1,400,1773,Placed
STU1502,Charles Saini,IT,9.1,391,1455,Placed
STU1503,Karan Mukherjee,AI/DS,8.18,188,1498,Placed
STU1504,Faqid Aurora,AI/DS,6.41,128,1480,Seeking
STU1505,Gayathri Vala,IT,6.35,139,1501,Seeking
STU1506,Samarth Sathe,ECE,6.98,216,1488,Seeking
STU1507,Siddharth Kapadia,ECE,8.94,187,1661,Placed
STU1508,Mugdha Dasgupta,ECE,8.17,163,1433,Seeking
STU1509,Sai Tiwari,ECE,5.6,201,1504,Seeking
STU1510,Ladli Ram,ECE,8.68,416,1789,Placed
STU1511,Thomas Sankar,ECE,7.93,190,1404,Placed
STU1512,Samarth Issac,IT,9.84,246,1797,Placed
STU1513,Eesha Jani,ME,5.82,256,1500,Seeking
STU1514,Vedant Tank,ME,6.21,229,1484,Seeking
STU1515,Vamakshi Sandhu,CSE,9.73,321,1535,Placed
STU1516,Harrison Pillai,IT,5.6,184,1308,Seeking
STU1517,Yashica Nadkarni,ME,5.82,151,1331,Seeking
STU1518,Amrita Kadakia,ECE,6.86,267,1445,Seeking
STU1519,Edhitha Misra,ECE,7.08,155,1410,Seeking
STU1520,Udyati Yogi,IT,9.32,298,1736,Placed
STU1521,Utkarsh Solanki,ME,9.77,420,1820,Placed
STU1522,Noah Bhatti,IT,8.02,336,1729,Placed
STU1523,Geetika Bedi,AI/DS,9.81,441,1608,Placed
STU1524,Nimrat Purohit,AI/DS,8.27,239,1421,Placed
STU1525,Champak Prakash,ME,6.35,184,1349,Seeking
STU1526,Aarush Dani,ME,9.72,262,1651,Placed
STU1527,Gaurangi Reddy,CSE,8.16,318,1481,Placed
STU1528,Arya Grewal,ECE,7.46,231,1469,Seeking
STU1529,Varenya Chopra,IT,8.84,176,1548,Seeking
STU1530,Neel Parikh,AI/DS,8.02,392,1785,Placed
STU1531,Gopal Muni,IT,6.14,147,1521,Seeking
STU1532,Baghyawati Dara,IT,5.68,113,1391,Seeking
STU1533,Yamini Wadhwa,CSE,7.45,178,1737,Seeking
STU1534,Yash Pandit,CSE,7.87,322,1566,Placed
STU1535,Vivaan Ratta,CSE,6.66,166,1492,Seeking
STU1536,Mohini Chawla,ME,6.42,288,1539,Seeking
STU1537,Gautami Ratti,ECE,5.61,213,1319,Seeking
STU1538,Yochana Chahal,CSE,7.71,323,1508,Placed
STU1539,Abhiram Dhaliwal,ECE,5.94,142,1320,Seeking
STU1540,Gauri Nayak,AI/DS,9.62,355,1490,Placed
STU1541,Jhalak Peri,IT,5.93,142,1397,Seeking
STU1542,Shravya Tailor,ME,8.5,331,1518,Placed
STU1543,Advik Srinivas,IT,7.51,337,1653,Placed
STU1544,Amaira Borde,ECE,6.5,208,1604,Seeking
STU1545,Aarna Memon,CSE,7.21,324,1692,Seeking
STU1546,Gaurav Nanda,AI/DS,8.05,330,1652,Placed
STU1547,Imaran Kala,AI/DS,6.15,209,1350,Seeking
STU1548,Xalak Nair,ECE,9.01,207,1540,Placed
STU1549,Aryan Mahajan,AI/DS,6.42,134,1507,Seeking
STU1550,Zilmil Dara,AI/DS,6.81,251,1367,Seeking
STU1551,Mohini Ramachandran,ECE,6.04,302,1410,Seeking
STU1552,Farhan Bahl,ECE,6.81,279,1374,Seeking
STU1553,Advik Nagy,ECE,6.88,268,1426,Seeking
STU1554,Yachana Tripathi,CSE,7.53,233,1745,Placed
STU1555,Vrishti Parikh,IT,9.53,428,1771,Placed
STU1556,Eshana Bhardwaj,ME,6.64,272,1557,Seeking
STU1557,Oeshi Mannan,ECE,6.73,316,1632,Seeking
STU1558,Rajata Wali,IT,7.07,275,1650,Seeking
STU1559,Ekansh Saxena,IT,5.84,221,1449,Seeking
STU1560,Yashoda Dutt,ECE,8.9,320,1783,Placed
STU1561,Umang Chahal,IT,7.26,304,1559,Seeking
STU1562,Hamsini Suri,IT,9.63,452,1654,Placed
STU1563,Girindra Goyal,ME,6.86,253,1418,Seeking
STU1564,Zehaan Kannan,ME,7.58,234,1409,Placed
STU1565,Shaurya Doshi,CSE,9.73,194,1953,Placed
STU1566,Nisha Kumar,AI/DS,8.61,396,1645,Placed
STU1567,Manan Dada,IT,8.06,201,1403,Placed
STU1568,Chakradhar Dara,CSE,6.08,188,1443,Seeking
STU1569,Ekiya Yadav,ME,7.37,316,1655,Seeking
STU1570,Oliver Dara,CSE,9.59,326,1786,Placed
STU1571,Sai Ranganathan,CSE,7.28,334,1429,Seeking
STU1572,Anjali Apte,ECE,9.14,329,1694,Placed
STU1573,Ekta Kala,IT,8.51,195,1485,Placed
STU1574,Krisha Rege,ECE,7.16,214,1673,Seeking
STU1575,Megha Deep,IT,9.8,284,1499,Placed
STU1576,Urvashi Peri,IT,8.51,297,1502,Placed
STU1577,Patrick Doshi,IT,9.77,273,1654,Placed
STU1578,Triya Bobal,ECE,6.62,152,1337,Seeking
STU1579,Gopal Kapadia,AI/DS,7.44,178,1483,Seeking
STU1580,Jai Doshi,IT,6.04,120,1543,Seeking
STU1581,Unnati Sharma,AI/DS,6.82,231,1641,Seeking
STU1582,Indira Jayaraman,IT,6.69,200,1568,Seeking
STU1583,Avi Sastry,IT,7.46,290,1619,Seeking
STU1584,Lopa Ray,CSE,5.75,161,1529,Seeking
STU1585,Yutika Murty,CSE,9.81,402,1716,Placed
STU1586,Panini Bora,CSE,6.84,273,1526,Seeking
STU1587,Balendra Kara,IT,7.09,191,1581,Seeking
STU1588,Hemang Ahluwalia,ECE,9.63,404,1481,Placed
STU1589,Jonathan Madan,CSE,9.39,422,1535,Placed
STU1590,Lila Rana,AI/DS,8.72,366,1540,Placed
STU1591,Sarthak Narasimhan,ECE,8.96,439,1474,Placed
STU1592,Rachana Roy,ECE,5.98,203,1436,Seeking
STU1593,Atharv Nanda,ECE,9.81,225,1568,Placed
STU1594,Pranav Venkataraman,ECE,9.38,253,1703,Placed
STU1595,Jeremiah Agate,IT,9.29,353,1566,Placed
STU1596,Vedant Bhatti,AI/DS,8.73,235,1453,Placed
STU1597,Chaaya Dewan,CSE,9.44,358,1830,Placed
STU1598,Vrinda Sha,ME,6.88,282,1516,Seeking
STU1599,Neel Magar,ECE,9.32,251,1596,Placed
STU1600,Zansi Sidhu,IT,5.63,225,1315,Seeking
STU1601,Pahal Suri,IT,9.65,366,1839,Placed
STU1602,Aarush Oza,IT,8.96,394,1510,Placed
STU1603,Aishani Mohan,ME,7.08,311,1566,Seeking
STU1604,Janaki Sampath,CSE,6.46,271,1413,Seeking
STU1605,Nitesh Varkey,ECE,7.73,340,1448,Placed
STU1606,Bhavya Ghosh,IT,9.45,368,1859,Placed
STU1607,Charan Sant,ECE,8.97,242,1780,Placed
STU1608,Naksh Andra,ME,9.16,366,1806,Placed
STU1609,Irya Majumdar,AI/DS,8.1,396,1639,Placed
STU1610,Vaishnavi Borra,CSE,7.32,241,1614,Seeking
STU1611,Abdul Bir,IT,7.82,391,1500,Placed
STU1612,Sarthak Arora,ME,8.28,405,1736,Placed
STU1613,Tanvi Singhal,ME,6.15,172,1578,Seeking
STU1614,Vidhi Rege,IT,5.97,119,1364,Seeking
STU1615,Hardik Bora,ME,9.18,403,1844,Placed
STU1616,Mahika Barad,ECE,8.79,290,1632,Placed
STU1617,Nathan Kadakia,IT,9.74,272,1876,Placed
STU1618,Zilmil Ravel,IT,8.6,344,1739,Placed
STU1619,Caleb Minhas,CSE,8.14,170,1496,Seeking
STU1620,Panini Jaggi,CSE,9.19,340,1891,Placed
STU1621,Brinda Swamy,ME,9.02,288,1604,Placed
STU1622,David Oza,AI/DS,5.69,153,1563,Seeking
STU1623,Mitali Khatri,CSE,9.61,403,1778,Placed
STU1624,Hritik Oommen,IT,9.69,348,1600,Placed
STU1625,Gautami Saini,ME,5.66,277,1549,Seeking
STU1626,Chatresh Walia,IT,5.68,215,1522,Seeking
STU1627,Avi Dara,IT,7.49,299,1524,Seeking
STU1628,Rudra Rege,CSE,7.89,331,1749,Placed
STU1629,Jhalak Edwin,CSE,8.47,389,1753,Placed
STU1630,Urishilla Baria,AI/DS,6.23,180,1429,Seeking
STU1631,Ekansh Saxena,IT,5.86,199,1492,Seeking
STU1632,Udant Thaman,AI/DS,6.45,238,1419,Seeking
STU1633,Damini Puri,AI/DS,6.82,341,1511,Seeking
STU1634,Frederick Shah,IT,6.84,212,1430,Seeking
STU1635,Bhavika Chokshi,AI/DS,6.49,207,1623,Seeking
STU1636,Panini Gade,ECE,5.72,131,1497,Seeking
STU1637,Aarna Majumdar,AI/DS,7.94,262,1508,Placed
STU1638,Mason Kari,CSE,9.69,193,1610,Placed
STU1639,Anita Randhawa,CSE,8.52,221,1477,Placed
STU1640,Pushti Varughese,ME,7.55,158,1596,Seeking
STU1641,Azad Chand,CSE,7.94,397,1643,Placed
STU1642,Reyansh Vig,CSE,6.08,152,1559,Seeking
STU1643,Jason Kumer,AI/DS,5.85,117,1356,Seeking
STU1644,Mohammed Patil,ME,7.04,267,1359,Seeking
STU1645,Vedika Khanna,CSE,5.83,145,1577,Seeking
STU1646,Yashica Kade,ECE,5.54,193,1310,Seeking
STU1647,Damyanti Dara,CSE,7.87,181,1645,Placed
STU1648,Anvi Bawa,IT,5.72,160,1491,Seeking
STU1649,Bahadurjit Mammen,CSE,6.07,303,1522,Seeking
STU1650,Bhavna Krishna,ME,9.37,431,1787,Placed
STU1651,Harita Ramesh,AI/DS,6.43,154,1379,Seeking
STU1652,Vansha Ahluwalia,ECE,7.27,312,1370,Seeking
STU1653,Raksha Bajwa,ECE,6.91,152,1684,Seeking
STU1654,Gopal Bhandari,AI/DS,6.97,195,1432,Seeking
STU1655,Rajata Trivedi,AI/DS,9.62,202,1654,Placed
STU1656,Praneel Goswami,IT,5.83,122,1361,Seeking
STU1657,Ryan Varma,ECE,9.35,364,1841,Placed
STU1658,Tara Agate,CSE,6.76,263,1371,Seeking
STU1659,Upadhriti Kamdar,ECE,6.41,230,1615,Seeking
STU1660,Maanas Kanda,CSE,5.63,191,1287,Seeking
STU1661,Inaya Basu,ECE,6.89,303,1427,Seeking
STU1662,Ekaraj Bains,CSE,6.8,231,1666,Seeking
STU1663,Gauri Madan,IT,6.29,283,1515,Seeking
STU1664,Nathaniel Chad,AI/DS,8.15,195,1684,Placed
STU1665,Nidhi Bala,ECE,8.58,214,1489,Placed
STU1666,Ridhi Saha,IT,7.68,353,1706,Placed
STU1667,Unnati Garde,CSE,6.93,242,1554,Seeking
STU1668,Chatura Gade,CSE,7.42,304,1563,Seeking
STU1669,Triveni Pandey,ME,6.02,270,1487,Seeking
STU1670,Devika Borra,ECE,6.29,188,1408,Seeking
STU1671,Daniel Sagar,AI/DS,9.54,343,1877,Placed
STU1672,Upkaar Dyal,CSE,8.08,339,1573,Placed
STU1673,Lavanya Anne,ME,7.36,250,1368,Seeking
STU1674,Tanveer Nath,IT,6.74,276,1660,Seeking
STU1675,Gautami Nair,IT,6.8,340,1421,Seeking
STU1676,Naksh Vaidya,ME,7.48,359,1598,Seeking
STU1677,Eesha Kapadia,ECE,5.59,234,1402,Seeking
STU1678,Zansi Ahluwalia,ME,8.94,268,1464,Placed
STU1679,Ranbir Balasubramanian,CSE,9.02,279,1667,Placed
STU1680,Anusha Hans,ECE,9.06,326,1597,Placed
STU1681,Aachal Raman,ME,9.82,294,1569,Placed
STU1682,Guneet Hora,ECE,9.0,351,1810,Placed
STU1683,Ronith Chhabra,CSE,9.01,216,1594,Placed
STU1684,Pratyush Pau,ECE,7.66,191,1444,Placed
STU1685,Meera Mall,ECE,6.8,231,1646,Seeking
STU1686,Watika Bhasin,ME,8.82,264,1555,Placed
STU1687,Krish Sama,ME,6.97,188,1648,Seeking
STU1688,Madhavi Kalita,CSE,5.72,183,1286,Seeking
STU1689,Ishani Lala,ME,8.91,347,1677,Placed
STU1690,Ria Mane,IT,6.94,215,1409,Seeking
STU1691,Zayan Walla,CSE,7.15,207,1672,Seeking
STU1692,Anvi Chander,CSE,6.93,159,1395,Seeking
STU1693,Libni Raman,ECE,8.94,357,1625,Placed
STU1694,Wishi Pandya,ECE,7.3,160,1379,Seeking
STU1695,Christopher More,ME,7.29,167,1707,Seeking
STU1696,Ayushman Dash,ME,9.7,349,1591,Placed
STU1697,Matthew Mistry,CSE,7.23,195,1657,Seeking
STU1698,Gayathri Gandhi,CSE,8.28,182,1761,Placed
STU1699,Kamya Master,CSE,7.1,276,1362,Seeking
STU1700,Chandran Anne,CSE,5.78,144,1445,Seeking
STU1701,Thomas Nadig,AI/DS,9.18,293,1688,Placed
STU1702,Luke Ganesh,ECE,6.76,229,1466,Seeking
STU1703,Anya Bhatia,CSE,7.1,184,1426,Seeking
STU1704,Harita Devi,AI/DS,9.06,344,1788,Placed
STU1705,Isaiah Prakash,ECE,7.47,313,1649,Seeking
STU1706,Aryan Lall,CSE,7.87,196,1787,Placed
STU1707,Charles Virk,CSE,6.31,201,1580,Seeking
STU1708,Zaitra Dhar,CSE,9.67,338,1551,Placed
STU1709,Zarna Arora,ECE,6.5,234,1416,Seeking
STU1710,Saksham Kamdar,ME,7.05,331,1634,Seeking
STU1711,Elijah Borde,AI/DS,6.97,306,1355,Seeking
STU1712,Charan Chaudhary,CSE,5.78,236,1341,Seeking
STU1713,Krisha Char,ECE,9.55,477,1582,Placed
STU1714,Chakradhar Bhavsar,AI/DS,8.07,242,1451,Placed
STU1715,Joshua Rao,AI/DS,9.8,480,1548,Placed
STU1716,Hitesh Aurora,AI/DS,7.04,218,1689,Seeking
STU1717,Varsha Rout,ECE,5.88,117,1299,Seeking
STU1718,Yashasvi Behl,ECE,8.26,379,1553,Placed
STU1719,Yashawini Narula,AI/DS,5.69,182,1500,Seeking
STU1720,Laban Reddy,ECE,9.36,458,1608,Placed
STU1721,Manan Bhakta,AI/DS,9.54,219,1658,Placed
STU1722,Neel Choudhry,IT,5.61,263,1465,Seeking
STU1723,Anjali Shankar,ECE,9.6,480,1652,Placed
STU1724,Ekanta Bhandari,IT,6.18,210,1580,Seeking
STU1725,Akshay Dugar,ECE,7.31,190,1606,Seeking
STU1726,Ekiya Virk,ECE,7.56,219,1378,Placed
STU1727,Thomas Kala,ECE,7.03,189,1499,Seeking
STU1728,Turvi Sangha,IT,8.22,320,1715,Placed
STU1729,Jagdish Nayar,CSE,9.79,195,1920,Placed
STU1730,Unnati Bhandari,IT,8.57,351,1805,Placed
STU1731,Omisha Kunda,IT,9.28,222,1584,Placed
STU1732,Agastya Goyal,CSE,6.86,171,1500,Seeking
STU1733,Hemani Saini,AI/DS,6.31,182,1378,Seeking
STU1734,Gagan Roy,IT,6.13,159,1472,Seeking
STU1735,Jack Arora,IT,5.66,271,1379,Seeking
STU1736,Charita Bir,IT,5.57,139,1506,Seeking
STU1737,Hitesh Chandran,CSE,8.58,403,1514,Placed
STU1738,Meera Kohli,ME,7.62,205,1396,Placed
STU1739,Daksh Kata,AI/DS,9.85,236,1512,Placed
STU1740,Ikbal Manne,ME,5.5,137,1434,Seeking
STU1741,Hiral Bajwa,IT,7.21,346,1584,Seeking
STU1742,Tanmayi Borra,IT,5.68,164,1284,Seeking
STU1743,Chakradhar Shroff,ECE,9.23,443,1489,Placed
STU1744,Dipta Sami,AI/DS,9.78,459,1948,Placed
STU1745,Veda Chada,ME,6.6,211,1567,Seeking
STU1746,Kamala Acharya,AI/DS,7.1,198,1525,Seeking
STU1747,Nirja Kunda,ECE,7.48,194,1650,Seeking
STU1748,Yashawini Hari,ME,8.48,262,1610,Placed
STU1749,Liam Ghosh,AI/DS,8.06,378,1540,Placed
STU1750,Rudra Lanka,AI/DS,8.97,251,1547,Placed
STU1751,Wyatt Saran,IT,7.95,262,1715,Placed
STU1752,Vrinda Kaur,CSE,8.82,352,1758,Placed
STU1753,Jasmit Korpal,ME,8.08,177,1549,Seeking
STU1754,Frederick Mistry,ECE,6.5,318,1422,Seeking
STU1755,Zaitra Om,CSE,8.95,196,1528,Placed
STU1756,Frado Mani,ME,6.15,166,1332,Seeking
STU1757,Falan Palla,AI/DS,9.55,343,1878,Placed
STU1758,Hemangini Bansal,ECE,9.44,226,1481,Placed
STU1759,Siddharth Buch,ME,9.37,206,1543,Placed
STU1760,Aachal Mutti,ECE,8.37,326,1770,Placed
STU1761,Aarna Sridhar,IT,7.11,234,1696,Seeking
STU1762,Anusha Saraf,ME,7.84,368,1493,Placed
STU1763,Naveen Ganguly,IT,8.62,353,1543,Placed
STU1764,Chandran Menon,AI/DS,8.74,384,1716,Placed
STU1765,Pranav Ahluwalia,IT,9.66,347,1511,Placed
STU1766,Yadavi Agate,CSE,6.19,259,1513,Seeking
STU1767,Keya Chandra,AI/DS,6.47,174,1562,Seeking
STU1768,Tejas Wali,IT,9.51,361,1865,Placed
STU1769,Noah Bhattacharyya,ME,6.22,248,1323,Seeking
STU1770,Nitesh Modi,ECE,7.01,259,1476,Seeking
STU1771,Libni Lata,ECE,7.1,227,1617,Seeking
STU1772,Kabir Naik,IT,9.42,395,1828,Placed
STU1773,Gaurav Krishna,ECE,5.82,209,1413,Seeking
STU1774,Yagnesh Bava,IT,7.12,334,1676,Seeking
STU1775,Banjeet Sarkar,AI/DS,6.18,309,1346,Seeking
STU1776,Udarsh Bakshi,ME,8.76,210,1657,Placed
STU1777,Eesha Dhillon,IT,5.92,254,1586,Seeking
STU1778,Vasatika Nayar,ECE,6.35,152,1488,Seeking
STU1779,Jagdish Golla,ME,9.42,282,1584,Placed
STU1780,Ayushman Bhattacharyya,IT,6.29,150,1383,Seeking
STU1781,Kala Chaudhary,IT,6.54,215,1627,Seeking
STU1782,Sara Naik,ECE,8.21,328,1788,Placed
STU1783,Frederick Suresh,ME,7.27,341,1705,Seeking
STU1784,Anay Deshpande,AI/DS,8.0,368,1408,Placed
STU1785,Tanvi Bhalla,ECE,9.08,435,1626,Placed
STU1786,Vrishti Sunder,CSE,8.1,348,1696,Placed
STU1787,Zarna Parekh,ECE,9.77,478,1781,Placed
STU1788,Libni Parmer,ME,9.59,326,1767,Placed
STU1789,Lakshit Bora,ME,7.51,300,1593,Placed
STU1790,Vinaya Mukhopadhyay,AI/DS,8.33,199,1549,Placed
STU1791,Xalak Tandon,CSE,7.87,385,1417,Placed
STU1792,Januja Yogi,ME,9.09,318,1563,Placed
STU1793,Om Seth,ME,8.23,238,1790,Placed
STU1794,Geetika Suresh,ECE,6.31,277,1593,Seeking
STU1795,Daksha Dave,ME,6.85,212,1589,Seeking
STU1796,Priya Dua,AI/DS,7.86,157,1644,Seeking
STU1797,Bhanumati Ghosh,ME,5.94,273,1409,Seeking
STU1798,Kabir Wable,CSE,8.22,378,1797,Placed
STU1799,Rohan Chacko,CSE,8.43,413,1682,Placed
STU1800,Zashil Deol,IT,9.87,227,1799,Placed
STU1801,Kevin Dada,IT,5.62,219,1500,Seeking
STU1802,Samesh Date,IT,7.32,263,1453,Seeking
STU1803,Maya Merchant,ME,8.13,235,1544,Placed
STU1804,Aarav Acharya,IT,6.28,282,1314,Seeking
STU1805,Amruta Bhavsar,CSE,7.12,327,1505,Seeking
STU1806,Nirja Gulati,AI/DS,9.68,222,1900,Placed
STU1807,Faras Ben,ME,6.36,260,1407,Seeking
STU1808,Umang De,ECE,6.77,135,1433,Seeking
STU1809,Yashasvi Karan,AI/DS,9.23,461,1830,Placed
STU1810,Odika Zachariah,IT,5.78,283,1491,Seeking
STU1811,Amaira Basak,CSE,6.84,136,1547,Seeking
STU1812,Mitali Raju,AI/DS,6.92,325,1477,Seeking
STU1813,Jagdish Halder,IT,9.25,277,1582,Placed
STU1814,Frado Chahal,AI/DS,8.72,200,1723,Placed
STU1815,Wishi Raj,CSE,6.67,153,1393,Seeking
STU1816,Viraj Shetty,CSE,8.52,400,1604,Placed
STU1817,Jeremiah Nigam,ECE,6.83,266,1382,Seeking
STU1818,Falan Mann,ECE,8.15,301,1456,Placed
STU1819,Yochana Palan,IT,8.35,325,1592,Placed
STU1820,Ryan Mammen,ECE,9.1,336,1837,Placed
STU1821,Ayush Gala,CSE,6.81,313,1374,Seeking
STU1822,Zayan Joshi,AI/DS,7.13,249,1456,Seeking
STU1823,Mahika Ranganathan,ME,5.84,268,1584,Seeking
STU1824,Aarini Sethi,AI/DS,6.45,135,1554,Seeking
STU1825,Rushil Mutti,ECE,8.36,392,1601,Placed
STU1826,Vansha Kapur,ECE,8.76,429,1455,Placed
STU1827,Oni Mutti,CSE,9.0,351,1558,Placed
STU1828,Zehaan Dhingra,ME,6.58,144,1467,Seeking
STU1829,Indira Mangat,ECE,8.65,397,1726,Placed
STU1830,Yashodhara Gola,IT,8.21,336,1714,Placed
STU1831,Tara Banik,IT,9.21,396,1524,Placed
STU1832,Tanmayi Gola,IT,9.17,394,1861,Placed
STU1833,Riya Sanghvi,ECE,8.75,245,1822,Placed
STU1834,Yasti Suri,IT,9.59,383,1728,Placed
STU1835,Balhaar Char,CSE,6.21,242,1329,Seeking
STU1836,Girish Sarna,CSE,5.5,115,1473,Seeking
STU1837,Rachit Wadhwa,CSE,9.04,370,1849,Placed
STU1838,Amara Biswas,IT,6.74,269,1572,Seeking
STU1839,Warinder Sarraf,IT,6.29,132,1421,Seeking
STU1840,Upasna Bera,ME,7.78,256,1490,Placed
STU1841,Indira Gupta,AI/DS,7.7,192,1693,Placed
STU1842,Vidhi Loyal,ME,9.71,203,1524,Placed
STU1843,Upasna Sarma,ECE,9.45,359,1888,Placed
STU1844,Robert Samra,IT,5.98,173,1442,Seeking
STU1845,Hema Goda,IT,9.31,344,1539,Placed
STU1846,Anthony Toor,AI/DS,6.38,319,1606,Seeking
STU1847,Arunima Behl,ECE,6.96,194,1494,Seeking
STU1848,Unni Sabharwal,AI/DS,6.13,183,1459,Seeking
STU1849,Widisha Rai,CSE,8.43,328,1657,Placed
STU1850,Gagan Mishra,IT,7.33,263,1564,Seeking
STU1851,Chatresh Bail,ECE,8.48,203,1763,Placed
STU1852,Bachittar Jani,AI/DS,9.58,469,1488,Placed
STU1853,Kabir Morar,CSE,6.01,300,1420,Seeking
STU1854,Ishanvi Morar,CSE,8.7,304,1861,Placed
STU1855,Ridhi Varma,CSE,9.44,443,1821,Placed
STU1856,Vrishti Rai,ME,9.82,422,1795,Placed
STU1857,Qarin Nair,ME,8.48,381,1576,Placed
STU1858,Irya Mand,ECE,5.64,157,1564,Seeking
STU1859,Ekiya Goyal,ME,7.19,316,1445,Seeking
STU1860,Vamakshi Kadakia,ECE,7.75,271,1480,Placed
STU1861,Janani Walla,ECE,6.61,257,1356,Seeking
STU1862,Patrick Bakshi,ECE,7.29,211,1430,Seeking
STU1863,Jack Palla,ECE,6.82,313,1675,Seeking
STU1864,Janani Pandey,IT,9.35,233,1794,Placed
STU1865,Hredhaan Raju,AI/DS,5.83,192,1448,Seeking
STU1866,Tamanna Bhandari,AI/DS,8.74,410,1760,Placed
STU1867,Nimrat Ranganathan,CSE,6.62,311,1522,Seeking
STU1868,Michael Nayar,CSE,5.68,210,1357,Seeking
STU1869,Janaki Yogi,AI/DS,7.95,238,1779,Placed
STU1870,Rachita Uppal,ECE,9.72,417,1719,Placed
STU1871,Triya Wali,IT,8.58,334,1729,Placed
STU1872,Chanakya Mander,AI/DS,8.56,325,1428,Placed
STU1873,Ekapad Trivedi,CSE,5.72,165,1549,Seeking
STU1874,Siddharth Aurora,ECE,8.4,394,1512,Placed
STU1875,Idika Sarraf,ECE,9.62,269,1702,Placed
STU1876,Devansh Baral,CSE,7.25,188,1601,Seeking
STU1877,Jasmit Solanki,IT,9.34,354,1868,Placed
STU1878,Reyansh Shah,ECE,7.27,356,1617,Seeking
STU1879,Raagini Minhas,CSE,8.32,282,1440,Placed
STU1880,Nidhi Sarraf,IT,7.81,257,1421,Placed
STU1881,Vanya Kar,ECE,7.3,292,1540,Seeking
STU1882,Tristan Tak,IT,7.25,268,1645,Seeking
STU1883,Qabil Prashad,IT,8.5,399,1629,Placed
STU1884,Yagnesh Barman,ME,9.39,197,1769,Placed
STU1885,Matthew Dasgupta,IT,5.65,124,1361,Seeking
